heading,targetX,targetY,posX,posY,windir,rudder_angle,sail_angle
0.19840250663937198,0,40,-0.3268359364483331,-0.1308691403778539,180,-0.3416081367957764,0.7853981633974483
1.0112236953209406,0,40,-0.3268359364483331,-0.1308691403778539,180,-1.0471975511965976,0.7853981633974483
0.8357764133171263,0,40,-0.3268359364483331,-0.1308691403778539,178,-0.7334382694690647,0.8028514559173914
0.09427045919973717,0,40,-0.3268359364483331,0.3268945314971461,175,-1.0471975511965976,0.8290313946973065
0.18273940904974637,0,40,-0.3268359364483331,0.3268945314971461,169,-1.0471975511965976,0.8813912722571362
0.6969542786897236,0,40,-0.3268359364483331,0.7846582033721461,165,-1.0471975511965976,0.9162978572970228
-0.2106756495409133,0,40,-0.3268359364483331,1.242421875247146,163,-1.0471975511965976,0.9337511498169664
-0.7472606945912023,0,40,-0.3268359364483331,1.700185547122146,141,-1.0471975511965976,1.1257373675363427
-2.1848105112343377,0,40,-0.3268359364483331,2.615712890872146,100,-1.0471975511965976,1.48352986419518
-2.0836587079937736,0,40,-0.3268359364483331,3.531240234622146,74,1.0471975511965976,-0.13962634015954634
-2.579806045316393,0,40,-0.3268359364483331,4.446767578372146,36,1.0471975511965976,-0.47123889803846897
2.9546757543048123,0,40,-2.157890623948333,4.446767578372146,-6,1.0471975511965976,0.7330382858376183
2.6703727223784,0,40,-2.157890623948333,3.989003906497146,-35,1.0471975511965976,0.4799655442984405
2.7868955679697724,0,40,-2.157890623948333,3.989003906497146,-39,1.0471975511965976,0.4450589592585541
2.646227517716081,0,40,-3.988945311448333,3.989003906497146,-41,1.0471975511965976,0.4276056667386108
2.2090132202710735,0,40,-3.988945311448333,4.446767578372146,-54,1.0471975511965976,0.3141592653589793
-2.8434857811191545,0,40,-3.988945311448333,4.904531250247146,11,1.0471975511965976,-0.6894050545377601
-2.4187973501476665,0,40,-2.157890623948333,5.820058593997146,60,1.0471975511965976,-0.26179938779914935
-2.6025007301841687,0,40,-2.157890623948333,7.193349609622146,96,1.0471975511965976,1.5184364492350666
-1.7516031061236987,0,40,-2.157890623948333,8.108876953372146,69,1.0471975511965976,-0.18325957145940452
-2.188506048453086,0,40,-3.988945311448333,9.482167968997146,50,1.0471975511965976,-0.34906585039886595
-2.8622723464832966,0,40,-5.819999998948333,9.939931640872146,34,1.0471975511965976,-0.4886921905584123
-2.37617964745232,0,40,-7.651054686448333,10.855458984622146,43,1.0471975511965976,-0.41015237421866746
-1.840599946770632,0,40,-7.651054686448333,12.228750000247146,67,1.0471975511965976,-0.20071286397934784
-1.5133353745989673,0,40,-7.651054686448333,13.602041015872146,100,1.0471975511965976,1.48352986419518
-1.719979362557487,0,40,-7.651054686448333,15.433095703372146,134,-1.0471975511965976,1.186823891356144
0.3441883544031975,0,40,-5.819999998948333,16.348623047122146,176,-1.0471975511965976,0.8203047484373349
1.8629173209419359,0,40,-3.988945311448333,15.890859375247146,-120,-0.862183240572092,-1.308996938995747
2.4966299899707507,0,40,-3.988945311448333,14.975332031497146,-110,0.7274988598676345,-1.3962634015954636
1.8559753178284302,0,40,-3.988945311448333,14.975332031497146,-123,1.0471975511965976,-1.2828170002158321
1.7378352307993428,0,40,-2.157890623948333,14.975332031497146,-116,0.5066150796116795,-1.3439035240356336
2.0950980026220263,0,40,-2.157890623948333,15.433095703372146,-146,0.4062799593568848,-1.082104136236484
0.969843364013418,0,40,-2.157890623948333,16.348623047122146,174,0.4742229087476792,0.837758040957278
-1.1050657618187196,0,40,-2.157890623948333,16.806386718997146,150,-1.0471975511965976,1.0471975511965979
-1.7338126990627216,0,40,-0.3268359364483331,18.179677734622146,138,-1.0471975511965976,1.1519173063162573
0.46966700815240375,0,40,-0.3268359364483331,20.010732422122146,146,1.0471975511965976,1.082104136236484
-0.4000811854734712,0,40,-0.3268359364483331,21.384023437747146,148,-1.0471975511965976,1.064650843716541
-1.9023883988736838,0,40,1.504218751051667,22.757314453372146,142,-1.0471975511965976,1.1170107212763707
0.29399408633317464,0,40,1.504218751051667,24.588369140872146,147,1.0471975511965976,1.0733774899765125
0.09787506703124135,0,40,1.504218751051667,25.961660156497146,152,-1.0471975511965976,1.0297442586766543
-1.5940267279108475,0,40,3.335273438551667,27.334951172122146,152,-0.807231505842036,1.0297442586766543
-0.8116499194360797,0,40,3.335273438551667,28.708242187747146,153,1.0471975511965976,1.0210176124166828
0.9549647915354545,0,40,5.166328126051667,29.623769531497146,-166,-1.0471975511965976,-0.9075712110370513
2.1823901675539794,0,40,6.997382813551667,29.623769531497146,-132,-1.0471975511965976,-1.2042771838760873
1.7436754832208827,0,40,8.828437501051667,29.166005859622146,-140,-0.11965573245113433,-1.1344640137963142
1.4891318901855959,0,40,8.828437501051667,28.708242187747146,-133,-0.6974788765698335,-1.1955505376161157
1.7045594035794125,0,40,8.828437501051667,28.708242187747146,-135,-0.8779033301672338,-1.1780972450961724
1.258631552784422,0,40,10.659492188551667,28.708242187747146,-162,-0.797430552692959,-0.9424777960769379
-0.23948677223899126,0,40,10.659492188551667,29.166005859622146,172,-1.0471975511965976,0.8552113334772216
-1.370017152498415,0,40,10.659492188551667,29.623769531497146,158,-1.0471975511965976,0.9773843811168246
-0.9032268230623258,0,40,12.490546876051667,30.539296875247146,138,1.0471975511965976,1.1519173063162573
-1.5716690756604328,0,40,12.490546876051667,31.912587890872146,116,1.0471975511965976,1.3439035240356336
-2.686121515648504,0,40,10.659492188551667,33.285878906497146,73,1.0471975511965976,-0.14835298641951788
-3.117881225054967,0,40,10.659492188551667,33.743642578372146,28,1.0471975511965976,-0.541052068118242
2.6692009917508237,0,40,8.828437501051667,33.285878906497146,-6,0.5989856470004683,0.7330382858376183
2.532853568459084,0,40,8.828437501051667,32.828115234622146,-15,0.19620536295701924,0.6544984694978735
2.5508618631053235,0,40,8.828437501051667,32.828115234622146,-15,0.09640639593480611,0.6544984694978735
2.0351388626555096,0,40,8.828437501051667,32.828115234622146,-36,-0.023037071095595975,0.47123889803846897
2.6345726242224368,0,40,8.828437501051667,33.743642578372146,-1,-0.3946571037029686,0.7766715171374766
-2.487024358195628,0,40,8.828437501051667,34.659169922122146,94,0.4096298906366713,1.53588974175501
-2.41059546234919,0,40,8.828437501051667,36.032460937747146,139,1.0471975511965976,1.1431906600562858
-2.6921795401523005,0,40,6.997382813551667,36.947988281497146,107,1.0471975511965976,1.4224433403753785
-2.7664571389120813,0,40,6.997382813551667,37.405751953372146,59,1.0435370856271111,-0.2705260340591211
2.588775885642321,0,40,5.166328126051667,36.947988281497146,27,0.724979962522182,-0.5497787143782138
2.718530357653893,0,40,5.166328126051667,36.947988281497146,33,0.010616665691890481,-0.49741883681838384
-2.8574418753974453,0,40,3.335273438551667,36.947988281497146,46,0.36724610482726233,-0.38397243543875237
2.4751536084703085,30,60,3.335273438551667,37.405751953372146,19,0.44375947512474095,-0.619591884457987
3.081661099175299,30,60,3.335273438551667,38.321279297122146,66,1.0471975511965976,-0.20943951023931962
-1.9277201697025377,30,60,3.335273438551667,39.236806640872146,141,1.0471975511965976,1.1257373675363427
-2.5244395722039394,30,60,1.504218751051667,40.610097656497146,140,-1.0471975511965976,1.1344640137963142
-2.341588440343695,30,60,-0.3268359364483331,41.525625000247146,140,-1.0471975511965976,1.1344640137963142
-1.9885073031321863,30,60,-0.3268359364483331,42.441152343997146,155,-1.0471975511965976,1.0035643198967392
-2.24053909075167,30,60,-2.157890623948333,43.814443359622146,175,-1.0471975511965976,0.8290313946973065
-1.5836983235423951,30,60,-2.157890623948333,45.645498047122146,-163,-1.0471975511965976,-0.9337511498169664
-1.168075577127182,30,60,-2.157890623948333,47.476552734622146,-123,-1.0471975511965976,-1.2828170002158321
-0.8012218063072215,30,60,-0.3268359364483331,48.849843750247146,-91,-1.0471975511965976,-1.5620696805349248
